TeamId;TrikotNr;Name;Geburtsdatum;Minuten;Tore;Gelbe;GelbRot;Rote
54;25;Jordan Torunarigha;07.08.1997;482;1;0;0;1
54;26;Arne Maier;08.01.1999;984;0;1;0;0
54;20;Valentino Lazaro;24.03.1996;1331;1;3;0;0
54;32;Palko Dardai;24.04.1999;0;0;0;0;0
54;35;Sidney Friede;12.04.1998;0;0;0;0;0
54;34;Maurice Covic;17.04.1998;0;0;0;0;0
54;31;Dennis Smarsch;14.01.1999;0;0;0;0;0
1635;20;Benno Schmitz;17.11.1994;81;0;0;0;0
1635;11;Timo Werner;06.03.1996;1822;10;1;0;0
1635;32;Péter Gulácsi;06.05.1990;2250;0;0;0;0
1635;23;Marcel Halstenberg;27.09.1991;1177;2;3;0;0
1635;1;Fabio Coltorti;03.12.1980;0;0;0;0;0
1635;24;Dominik Kaiser;16.09.1988;138;0;0;0;0
1635;31;Diego Demme;21.11.1991;1656;0;3;0;0
1635;9;Yussuf Yurary Poulsen;15.06.1994;1305;3;0;0;0
1635;13;Stefan Ilsanker;18.05.1989;942;0;2;1;0
1635;7;Marcel Sabitzer;17.03.1994;1661;2;3;0;0
1635;10;Emil Forsberg;23.10.1991;1043;1;0;0;0
1635;4;Willi Thomas Orban;03.11.1992;1705;2;3;0;1
1635;16;Lukas Klostermann;03.06.1996;1742;1;2;0;0
1635;8;Naby Deco Keïta;10.02.1995;1507;4;5;0;1
1635;28;Yvon Landry Mvogo Nganoma;06.06.1994;90;0;0;0;0
1635;27;Konrad Laimer;27.05.1997;1040;0;2;0;0
1635;22;Philipp Köhn;02.04.1998;0;0;0;0;0
1635;17;Armindo Tué Na Bangna;24.10.1994;1327;3;0;0;0
1635;29;Jean-Kévin Augustin;16.06.1997;968;6;1;0;0
1635;44;Kevin Kampl;09.10.1990;1524;1;2;0;0
1635;3;Bernardo Fernandes da Silva Junior;14.05.1995;922;1;2;0;0
1635;40;Elias Abouchabaka;31.03.2000;0;0;0;0;0
1635;5;Dayotchanculle Oswald Upamecano;27.10.1998;1777;1;1;1;0
1635;6;Ibrahima Konaté;25.05.1999;686;0;1;0;0
1635;36;Marc Dauter;22.03.1999;0;0;0;0;0
1635;39;Dominic Minz;07.03.1999;0;0;0;0;0
1635;35;Kilian Senkbeil;22.05.1999;0;0;0;0;0
1635;37;Mert Yilmaz;08.03.1999;0;0;0;0;0
1635;25;Toni Stahl;17.09.1999;0;0;0;0;0
1635;34;Julian Krahl;22.01.2000;0;0;0;0;0
1635;38;Lukas Schelenz;15.05.1999;0;0;0;0;0
1635;18;Ademola Lookman Olajade Alade Aylola Lookman;20.10.1997;203;1;0;0;0
1635;26;Niclas Stierlin;22.01.2000;0;0;0;0;0
1635;33;Fabrice Hartmann;02.03.2001;0;0;0;0;0
112;32;Bartosz Kapustka;23.12.1996;224;1;0;0;0
112;44;Rafal Gikiewicz;26.10.1987;153;0;0;0;0
112;3;Philipp Lienhart;11.07.1996;867;0;2;0;0
112;9;Lucas Höler;10.07.1994;692;0;0;0;0
112;34;Tim Kleindienst;31.08.1995;694;0;2;0;0
112;26;Gaëtan Bussmann;02.02.1991;0;0;0;0;0
112;13;Marco Terrazzino;15.04.1991;1155;0;1;0;0
112;4;Çaglar Söyüncü;23.05.1996;1722;1;4;0;1
112;2;Aleksandar Ignjovski;27.01.1991;0;0;0;0;0
112;5;Manuel Gulde;12.02.1991;810;1;0;0;0
112;28;Jonas Meffert;04.09.1994;0;0;0;0;0
112;19;Janik Haberer;02.04.1994;2155;3;7;0;0
112;15;Pascal Stenzel;20.03.1996;1637;1;3;0;0
112;7;Florian Niederlechner;24.10.1990;700;2;1;0;0
112;1;Alexander Schwolow;02.06.1992;2187;0;0;0;0
112;21;Patric Klandt;29.09.1983;0;0;0;0;0
112;17;Lukas Kübler;30.08.1992;704;0;1;0;0
112;6;Amir Abrashi;27.03.1990;851;0;2;0;0
112;18;Nils Petersen;06.12.1988;1580;12;2;0;0
112;31;Karim Guédé;07.01.1985;60;0;0;0;0
112;20;Marc-Oliver Kempf;28.01.1995;586;0;0;0;0
112;8;Mike Frantz;14.10.1986;834;0;0;0;0
112;33;Caleb James Stanko;26.07.1993;188;0;0;0;0
112;30;Christian Günter;28.02.1993;2340;1;2;0;0
112;23;Julian Schuster;15.04.1985;1088;0;1;0;0
112;27;Nicolas Höfler;09.03.1990;1539;0;5;1;0
112;24;Georg Niedermeier;26.02.1986;0;0;0;0;0
112;22;Vincent Olivier Sierro;08.10.1995;44;0;0;0;0
112;38;Florian Kath;21.10.1994;425;1;3;0;0
112;40;Mohamed Dräger;25.06.1996;51;0;0;0;0
112;50;Niklas Hoffmann;09.04.1997;0;0;0;0;0
112;14;Patrick Kammerbauer;11.02.1997;0;0;0;0;0
112;25;Robin Koch;17.07.1996;1535;2;2;0;0
112;35;Felix Roth;13.11.1987;0;0;0;0;0
112;57;Rico Wehrle;04.09.1993;0;0;0;0;0
112;56;Nico Rodewald;16.03.1998;0;0;0;0;0
112;49;Jonas Huchler;01.04.1998;0;0;0;0;0
112;51;Marcel Schmitt;18.01.1998;0;0;0;0;0
112;54;Marvin Geng;08.09.1997;0;0;0;0;0
112;59;Kolja Herrmann;17.04.1997;0;0;0;0;0
112;36;Tim Probst;31.01.1998;0;0;0;0;0
112;45;Pedro Manolo Rodas Steeg;04.07.1996;0;0;0;0;0
112;58;Fabian Rüdlin;13.01.1997;0;0;0;0;0
112;37;Constantin Frommann;27.05.1998;0;0;0;0;0
112;48;Luca Valentin Herrmann;22.02.1999;0;0;0;0;0
112;41;Nico Hug;26.10.1998;0;0;0;0;0
112;29;Matej Jukic;07.04.1997;0;0;0;0;0
112;52;Chima Sean Okoroji;19.04.1997;0;0;0;0;0
112;55;Angelo Rinaldi;14.01.1998;0;0;0;0;0
112;53;Keven Schlotterbeck;28.04.1997;0;0;0;0;0
112;46;Lucas Torres Farias;10.02.1998;0;0;0;0;0
